kind,label,block_index,measurement_index,coeff_norm_mean,proj_norm_mean,relative_proj_mean,max_coeff_mean
dual,Van Gogh,8,1,43.602691650390625,43.60269546508789,0.47432100772857666,0.3270995616912842
dual,Van Gogh,8,2,44.20954132080078,44.20954132080078,0.5093781352043152,0.3294476568698883
dual,Van Gogh,8,3,45.943763732910156,45.94375991821289,0.5487065315246582,0.3408133089542389
dual,Van Gogh,8,4,52.53696823120117,52.53696823120117,0.42646005749702454,0.4045320749282837
dual,Van Gogh,8,5,40.54962158203125,40.54962158203125,0.44424837827682495,0.3104325830936432
dual,Van Gogh,8,6,42.87592697143555,42.87592697143555,0.49160438776016235,0.317410945892334
dual,Van Gogh,8,7,45.68459701538086,45.68459701538086,0.5366507172584534,0.32973405718803406
dual,Van Gogh,8,8,53.41588592529297,53.41588592529297,0.43075069785118103,0.4088059961795807
dual,Van Gogh,8,9,40.07630157470703,40.0763053894043,0.4397142827510834,0.3142823278903961
dual,Van Gogh,8,10,40.29677200317383,40.29677200317383,0.4785255789756775,0.31270501017570496
dual,Van Gogh,8,11,43.248600006103516,43.248600006103516,0.5215224027633667,0.3209494650363922
dual,Van Gogh,8,12,52.46767044067383,52.46767044067383,0.4281902015209198,0.4061751365661621
dual,Van Gogh,8,13,40.607967376708984,40.607967376708984,0.44687944650650024,0.30127182602882385
dual,Van Gogh,8,14,43.9384651184082,43.9384651184082,0.49975618720054626,0.3071891963481903
dual,Van Gogh,8,15,45.924598693847656,45.92459487915039,0.5418861508369446,0.3213370144367218
dual,Van Gogh,8,16,52.82322692871094,52.8232307434082,0.4251305162906647,0.4031347632408142
dual,Van Gogh,8,17,42.27545928955078,42.27545928955078,0.4594387412071228,0.3153107464313507
dual,Van Gogh,8,18,44.08411407470703,44.08411407470703,0.5045865774154663,0.3214004933834076
dual,Van Gogh,8,19,44.61115264892578,44.61115264892578,0.5402069687843323,0.3424760103225708
dual,Van Gogh,9,0,53.98467254638672,53.98467254638672,0.46023914217948914,0.43571171164512634
dual,Van Gogh,9,1,52.90936279296875,52.90936279296875,0.5443388819694519,0.3722771108150482
dual,Van Gogh,9,2,50.95863342285156,50.95863723754883,0.5852161049842834,0.3722814619541168
dual,Van Gogh,9,3,49.755088806152344,49.755088806152344,0.6172072291374207,0.35309043526649475
dual,Van Gogh,9,4,54.01850891113281,54.01851272583008,0.46199217438697815,0.4380819499492645
dual,Van Gogh,9,5,52.23549270629883,52.23549270629883,0.5351532697677612,0.3736591637134552
dual,Van Gogh,9,6,51.74554443359375,51.74554443359375,0.5753522515296936,0.36986780166625977
dual,Van Gogh,9,7,51.37647247314453,51.37647247314453,0.6105362772941589,0.3495677411556244
dual,Van Gogh,9,8,55.344417572021484,55.34442138671875,0.4672403335571289,0.4445194602012634
dual,Van Gogh,9,9,48.99012756347656,48.99012756347656,0.5033687949180603,0.35348421335220337
dual,Van Gogh,9,10,47.02771759033203,47.02771759033203,0.5405953526496887,0.3494090139865875
dual,Van Gogh,9,11,47.14771270751953,47.14771270751953,0.5799697041511536,0.33232566714286804
dual,Van Gogh,9,12,53.2470703125,53.2470703125,0.4571143388748169,0.43280351161956787
dual,Van Gogh,9,13,47.884613037109375,47.884613037109375,0.4991631507873535,0.33470451831817627
dual,Van Gogh,9,14,49.03082275390625,49.03082275390625,0.5590786337852478,0.3449370265007019
dual,Van Gogh,9,15,49.82761001586914,49.82761001586914,0.6050953269004822,0.3357451260089874
dual,Van Gogh,9,16,54.30428695678711,54.30428695678711,0.461013525724411,0.43398964405059814
dual,Van Gogh,9,17,50.51893615722656,50.51893615722656,0.5257404446601868,0.3647835850715637
dual,Van Gogh,9,18,51.10617446899414,51.10617446899414,0.5735427141189575,0.36824831366539
dual,Van Gogh,9,19,50.45720291137695,50.45720291137695,0.607947051525116,0.353541761636734
dual,Van Gogh,10,0,71.94426727294922,71.94426727294922,0.4450819790363312,0.41231584548950195
dual,Van Gogh,10,1,73.67497253417969,73.67496490478516,0.5608309507369995,0.39004644751548767
dual,Van Gogh,10,2,67.79253387451172,67.79253387451172,0.6188222169876099,0.3882136046886444
dual,Van Gogh,10,3,61.81782531738281,61.81782531738281,0.6478000283241272,0.3690178096294403
dual,Van Gogh,10,4,70.7672348022461,70.7672348022461,0.4438418745994568,0.41347184777259827
dual,Van Gogh,10,5,71.260498046875,71.260498046875,0.5461519360542297,0.3850027620792389
dual,Van Gogh,10,6,65.63668060302734,65.63668060302734,0.5881362557411194,0.3711068332195282
dual,Van Gogh,10,7,60.45305252075195,60.45305252075195,0.6171817779541016,0.35322919487953186
dual,Van Gogh,10,8,72.43665313720703,72.43666076660156,0.4453964829444885,0.41441285610198975
dual,Van Gogh,10,9,66.3814697265625,66.3814697265625,0.511878252029419,0.3627253770828247
dual,Van Gogh,10,10,62.44792938232422,62.44792938232422,0.5770153999328613,0.371479868888855
dual,Van Gogh,10,11,56.56771469116211,56.56771469116211,0.6059736013412476,0.3659012019634247
dual,Van Gogh,10,12,71.61837005615234,71.61837005615234,0.4479741156101227,0.4166843593120575
dual,Van Gogh,10,13,65.86463928222656,65.86463928222656,0.5295484662055969,0.36675572395324707
dual,Van Gogh,10,14,65.16422271728516,65.16422271728516,0.59779292345047,0.3690788447856903
dual,Van Gogh,10,15,60.95650100708008,60.95650863647461,0.6318150758743286,0.3525744080543518
dual,Van Gogh,10,16,72.23472595214844,72.23473358154297,0.44696447253227234,0.4162521958351135
dual,Van Gogh,10,17,66.08900451660156,66.08900451660156,0.5168759822845459,0.361645370721817
dual,Van Gogh,10,18,63.19661331176758,63.19661331176758,0.5677197575569153,0.34059303998947144
dual,Van Gogh,10,19,57.95670700073242,57.95670700073242,0.5938308835029602,0.3341515362262726
dual,Van Gogh,11,0,65.30902862548828,65.30902862548828,0.4301290810108185,0.3839680254459381
dual,Van Gogh,11,1,59.98935317993164,59.98935317993164,0.5220376253128052,0.35144227743148804
dual,Van Gogh,11,2,54.699928283691406,54.699928283691406,0.5825024843215942,0.3892470598220825
dual,Van Gogh,11,3,50.12791061401367,50.12791061401367,0.6177364587783813,0.3712032735347748
dual,Van Gogh,11,4,65.88739776611328,65.88739776611328,0.43549564480781555,0.39222049713134766
dual,Van Gogh,11,5,60.7698860168457,60.7698860168457,0.5247604846954346,0.34427937865257263
dual,Van Gogh,11,6,55.00332260131836,55.00332260131836,0.5726031064987183,0.3721977770328522
dual,Van Gogh,11,7,50.1401252746582,50.1401252746582,0.6023545861244202,0.356311172246933
dual,Van Gogh,11,8,66.38350677490234,66.38349914550781,0.4336540997028351,0.3893657922744751
dual,Van Gogh,11,9,55.12016677856445,55.12016677856445,0.4894794821739197,0.33181825280189514
dual,Van Gogh,11,10,51.30712890625,51.30712890625,0.5512108206748962,0.376650869846344
dual,Van Gogh,11,11,47.99231719970703,47.99231719970703,0.5886708498001099,0.36493057012557983
dual,Van Gogh,11,12,64.7887954711914,64.7887954711914,0.43480706214904785,0.3899554908275604
dual,Van Gogh,11,13,52.07126998901367,52.07126998901367,0.48296505212783813,0.3084118068218231
dual,Van Gogh,11,14,51.12553405761719,51.12553405761719,0.5639896988868713,0.35560742020606995
