kind,label,block_index,measurement_index,coeff_norm_mean,proj_norm_mean,relative_proj_mean,max_coeff_mean
dual,goldfish,8,17,44.9697151184082,44.96971130371094,0.45002588629722595,0.3216027319431305
dual,goldfish,8,18,41.13462448120117,41.13462448120117,0.4473891258239746,0.27939870953559875
dual,goldfish,8,19,41.4471549987793,41.44715881347656,0.48736223578453064,0.2738777697086334
dual,goldfish,9,0,57.46230697631836,57.46230697631836,0.49000340700149536,0.4545893669128418
dual,goldfish,9,1,50.22773361206055,50.22773361206055,0.4890649914741516,0.36766311526298523
dual,goldfish,9,2,46.74455261230469,46.74455261230469,0.4870418608188629,0.32798704504966736
dual,goldfish,9,3,44.668880462646484,44.668880462646484,0.49335384368896484,0.304059237241745
dual,goldfish,9,4,57.38725662231445,57.38725662231445,0.48944464325904846,0.45718035101890564
dual,goldfish,9,5,46.4985237121582,46.4985237121582,0.4619736671447754,0.3474060893058777
dual,goldfish,9,6,43.326236724853516,43.326236724853516,0.4636668264865875,0.3110203742980957
dual,goldfish,9,7,41.4909553527832,41.4909553527832,0.4749041199684143,0.30386829376220703
dual,goldfish,9,8,57.601112365722656,57.601112365722656,0.493476539850235,0.45948514342308044
dual,goldfish,9,9,47.81197738647461,47.81197738647461,0.47895678877830505,0.3640877902507782
dual,goldfish,9,10,44.144954681396484,44.144954681396484,0.47319117188453674,0.3181424140930176
dual,goldfish,9,11,41.62178421020508,41.62178421020508,0.4785028100013733,0.3158795237541199
dual,goldfish,9,12,56.964515686035156,56.964515686035156,0.4838310778141022,0.4515230357646942
dual,goldfish,9,13,46.10513687133789,46.105140686035156,0.44578829407691956,0.3514437973499298
dual,goldfish,9,14,41.674110412597656,41.674110412597656,0.44562697410583496,0.31843623518943787
dual,goldfish,9,15,38.530757904052734,38.5307502746582,0.4433881938457489,0.27847954630851746
dual,goldfish,9,16,57.05100631713867,57.05100631713867,0.48441943526268005,0.4514172077178955
dual,goldfish,9,17,48.67890548706055,48.67890548706055,0.474349707365036,0.3437502086162567
dual,goldfish,9,18,44.57390213012695,44.57390213012695,0.47323474287986755,0.30825915932655334
dual,goldfish,9,19,43.497982025146484,43.497982025146484,0.4920569360256195,0.300076425075531
dual,goldfish,10,0,65.51781463623047,65.51781463623047,0.42353105545043945,0.3988909423351288
dual,goldfish,10,1,59.7319221496582,59.73193359375,0.45004621148109436,0.33889803290367126
dual,goldfish,10,2,54.4849739074707,54.4849739074707,0.4582926332950592,0.3177919387817383
dual,goldfish,10,3,52.05669021606445,52.05669021606445,0.47056588530540466,0.29026469588279724
dual,goldfish,10,4,65.57856750488281,65.57856750488281,0.4260055720806122,0.4015168845653534
dual,goldfish,10,5,58.69464111328125,58.69464111328125,0.43881160020828247,0.33951258659362793
dual,goldfish,10,6,53.3609619140625,53.3609619140625,0.4527970254421234,0.31622621417045593
dual,goldfish,10,7,51.91313552856445,51.91313552856445,0.47408923506736755,0.2989729344844818
dual,goldfish,10,8,66.67867279052734,66.67867279052734,0.42998191714286804,0.404243141412735
dual,goldfish,10,9,61.7642822265625,61.7642822265625,0.4486813545227051,0.337615966796875
dual,goldfish,10,10,57.17609786987305,57.17609786987305,0.454912006855011,0.31542086601257324
dual,goldfish,10,11,54.289520263671875,54.289520263671875,0.46650829911231995,0.2854123115539551
dual,goldfish,10,12,65.80036163330078,65.80036926269531,0.4225867688655853,0.399554044008255
dual,goldfish,10,13,56.497161865234375,56.497169494628906,0.42260047793388367,0.3282303512096405
dual,goldfish,10,14,50.59356689453125,50.593570709228516,0.43235263228416443,0.3058907091617584
dual,goldfish,10,15,45.985713958740234,45.985713958740234,0.4351656436920166,0.2674435079097748
