report,branch,block_index,concept,group,similarity_to_target,is_global
raw,single,26,Wolf,related_animals,0.9372919797897339,0
raw,single,26,Apple,fruits,0.8638632297515869,0
raw,single,26,Taylor Swift,fruits,0.9275094866752625,0
raw,single,27,Doggo,paraphrase_like,0.9616723656654358,0
raw,single,27,Canine,paraphrase_like,0.9541645050048828,0
raw,single,27,Lion,related_animals,0.945845901966095,0
raw,single,27,Wolf,related_animals,0.9382465481758118,0
raw,single,27,Apple,fruits,0.8734625577926636,0
raw,single,27,Taylor Swift,fruits,0.9261871576309204,0
raw,single,28,Doggo,paraphrase_like,0.9655932188034058,0
raw,single,28,Canine,paraphrase_like,0.9505919814109802,0
raw,single,28,Lion,related_animals,0.9504719972610474,0
raw,single,28,Wolf,related_animals,0.9407833218574524,0
raw,single,28,Apple,fruits,0.8713539838790894,0
raw,single,28,Taylor Swift,fruits,0.9357227087020874,0
raw,single,29,Doggo,paraphrase_like,0.966579794883728,0
raw,single,29,Canine,paraphrase_like,0.946190357208252,0
raw,single,29,Lion,related_animals,0.957443118095398,0
raw,single,29,Wolf,related_animals,0.9401936531066895,0
raw,single,29,Apple,fruits,0.8799315690994263,0
raw,single,29,Taylor Swift,fruits,0.9308829307556152,0
raw,single,30,Doggo,paraphrase_like,0.9618873596191406,0
raw,single,30,Canine,paraphrase_like,0.9287543296813965,0
raw,single,30,Lion,related_animals,0.9453508257865906,0
raw,single,30,Wolf,related_animals,0.93389892578125,0
raw,single,30,Apple,fruits,0.8558871746063232,0
raw,single,30,Taylor Swift,fruits,0.928702175617218,0
raw,single,31,Doggo,paraphrase_like,0.9641804695129395,0
raw,single,31,Canine,paraphrase_like,0.9283612966537476,0
raw,single,31,Lion,related_animals,0.9459196925163269,0
raw,single,31,Wolf,related_animals,0.9330968856811523,0
raw,single,31,Apple,fruits,0.8783851861953735,0
raw,single,31,Taylor Swift,fruits,0.9365195035934448,0
raw,single,32,Doggo,paraphrase_like,0.9578373432159424,0
raw,single,32,Canine,paraphrase_like,0.9107568860054016,0
raw,single,32,Lion,related_animals,0.940400242805481,0
raw,single,32,Wolf,related_animals,0.9126125574111938,0
raw,single,32,Apple,fruits,0.8382738828659058,0
raw,single,32,Taylor Swift,fruits,0.9126651287078857,0
raw,single,33,Doggo,paraphrase_like,0.9597791433334351,0
raw,single,33,Canine,paraphrase_like,0.922957181930542,0
raw,single,33,Lion,related_animals,0.9461804628372192,0
raw,single,33,Wolf,related_animals,0.923097550868988,0
raw,single,33,Apple,fruits,0.8560793399810791,0
raw,single,33,Taylor Swift,fruits,0.9353627562522888,0
raw,single,34,Doggo,paraphrase_like,0.9610874652862549,0
raw,single,34,Canine,paraphrase_like,0.9423525333404541,0
raw,single,34,Lion,related_animals,0.9571406841278076,0
raw,single,34,Wolf,related_animals,0.9388517737388611,0
raw,single,34,Apple,fruits,0.8628694415092468,0
raw,single,34,Taylor Swift,fruits,0.9444926977157593,0
raw,single,35,Doggo,paraphrase_like,0.9355897903442383,0
raw,single,35,Canine,paraphrase_like,0.9236775040626526,0
raw,single,35,Lion,related_animals,0.926792562007904,0
raw,single,35,Wolf,related_animals,0.9232819080352783,0
raw,single,35,Apple,fruits,0.8399524688720703,0
raw,single,35,Taylor Swift,fruits,0.9169871807098389,0
raw,single,36,Doggo,paraphrase_like,0.940660297870636,0
raw,single,36,Canine,paraphrase_like,0.9079070687294006,0
raw,single,36,Lion,related_animals,0.8906426429748535,0
raw,single,36,Wolf,related_animals,0.8608177304267883,0
raw,single,36,Apple,fruits,0.7665523290634155,0
raw,single,36,Taylor Swift,fruits,0.8956307768821716,0
raw,single,37,Doggo,paraphrase_like,0.9755158424377441,0
raw,single,37,Canine,paraphrase_like,0.9736400842666626,0
raw,single,37,Lion,related_animals,0.9548724889755249,0
raw,single,37,Wolf,related_animals,0.9708458185195923,0
raw,single,37,Apple,fruits,0.9330055713653564,0
raw,single,37,Taylor Swift,fruits,0.9741196632385254,0
raw,single,-1,Doggo,paraphrase_like,0.9568023681640625,1
raw,single,-1,Canine,paraphrase_like,0.9423988461494446,1
raw,single,-1,Lion,related_animals,0.8156158924102783,1
raw,single,-1,Wolf,related_animals,0.8457708358764648,1
raw,single,-1,Apple,fruits,0.7402622699737549,1
raw,single,-1,Taylor Swift,fruits,0.7767539024353027,1
