report,branch,block_index,concept,group,similarity_to_target,is_global
cleaned,single,15,Apple,fruits,0.5857387185096741,0
cleaned,single,15,Taylor Swift,fruits,0.5289074182510376,0
cleaned,single,16,Doggo,paraphrase_like,0.8643225431442261,0
cleaned,single,16,Canine,paraphrase_like,0.8194408416748047,0
cleaned,single,16,Lion,related_animals,0.6244735717773438,0
cleaned,single,16,Wolf,related_animals,0.6737245321273804,0
cleaned,single,16,Apple,fruits,0.6003109812736511,0
cleaned,single,16,Taylor Swift,fruits,0.6062495708465576,0
cleaned,single,17,Doggo,paraphrase_like,0.8607577681541443,0
cleaned,single,17,Canine,paraphrase_like,0.8397581577301025,0
cleaned,single,17,Lion,related_animals,0.7133698463439941,0
cleaned,single,17,Wolf,related_animals,0.7399764060974121,0
cleaned,single,17,Apple,fruits,0.6310949921607971,0
cleaned,single,17,Taylor Swift,fruits,0.609677791595459,0
cleaned,single,18,Doggo,paraphrase_like,0.8312672972679138,0
cleaned,single,18,Canine,paraphrase_like,0.7882984280586243,0
cleaned,single,18,Lion,related_animals,0.6152149438858032,0
cleaned,single,18,Wolf,related_animals,0.670185923576355,0
cleaned,single,18,Apple,fruits,0.5660094022750854,0
cleaned,single,18,Taylor Swift,fruits,0.560415506362915,0
cleaned,single,19,Doggo,paraphrase_like,0.8573323488235474,0
cleaned,single,19,Canine,paraphrase_like,0.8122739791870117,0
cleaned,single,19,Lion,related_animals,0.7229843735694885,0
cleaned,single,19,Wolf,related_animals,0.7310740947723389,0
cleaned,single,19,Apple,fruits,0.6601214408874512,0
cleaned,single,19,Taylor Swift,fruits,0.6420906186103821,0
cleaned,single,20,Doggo,paraphrase_like,0.8348321914672852,0
cleaned,single,20,Canine,paraphrase_like,0.7940043210983276,0
cleaned,single,20,Lion,related_animals,0.6608291268348694,0
cleaned,single,20,Wolf,related_animals,0.700003445148468,0
cleaned,single,20,Apple,fruits,0.600029706954956,0
cleaned,single,20,Taylor Swift,fruits,0.624205470085144,0
cleaned,single,21,Doggo,paraphrase_like,0.8367800712585449,0
cleaned,single,21,Canine,paraphrase_like,0.7888549566268921,0
cleaned,single,21,Lion,related_animals,0.6632015705108643,0
cleaned,single,21,Wolf,related_animals,0.726806640625,0
cleaned,single,21,Apple,fruits,0.6198382377624512,0
cleaned,single,21,Taylor Swift,fruits,0.6542090177536011,0
cleaned,single,22,Doggo,paraphrase_like,0.8264940977096558,0
cleaned,single,22,Canine,paraphrase_like,0.8142834305763245,0
cleaned,single,22,Lion,related_animals,0.6884155869483948,0
cleaned,single,22,Wolf,related_animals,0.7478642463684082,0
cleaned,single,22,Apple,fruits,0.561752438545227,0
cleaned,single,22,Taylor Swift,fruits,0.6292073726654053,0
cleaned,single,23,Doggo,paraphrase_like,0.8654440641403198,0
cleaned,single,23,Canine,paraphrase_like,0.8271958827972412,0
cleaned,single,23,Lion,related_animals,0.7211231589317322,0
cleaned,single,23,Wolf,related_animals,0.7438850998878479,0
cleaned,single,23,Apple,fruits,0.5813215970993042,0
cleaned,single,23,Taylor Swift,fruits,0.6665469408035278,0
cleaned,single,24,Doggo,paraphrase_like,0.8737208843231201,0
cleaned,single,24,Canine,paraphrase_like,0.8635256290435791,0
cleaned,single,24,Lion,related_animals,0.7878566980361938,0
cleaned,single,24,Wolf,related_animals,0.8092125654220581,0
cleaned,single,24,Apple,fruits,0.612686038017273,0
cleaned,single,24,Taylor Swift,fruits,0.7045457363128662,0
cleaned,single,25,Doggo,paraphrase_like,0.8350061178207397,0
cleaned,single,25,Canine,paraphrase_like,0.8201299905776978,0
cleaned,single,25,Lion,related_animals,0.7576053142547607,0
cleaned,single,25,Wolf,related_animals,0.7665246725082397,0
cleaned,single,25,Apple,fruits,0.6072129607200623,0
cleaned,single,25,Taylor Swift,fruits,0.6586725115776062,0
cleaned,single,26,Doggo,paraphrase_like,0.8394302129745483,0
cleaned,single,26,Canine,paraphrase_like,0.8480929732322693,0
cleaned,single,26,Lion,related_animals,0.7936851978302002,0
cleaned,single,26,Wolf,related_animals,0.7764078974723816,0
cleaned,single,26,Apple,fruits,0.5984288454055786,0
cleaned,single,26,Taylor Swift,fruits,0.7124125957489014,0
cleaned,single,27,Doggo,paraphrase_like,0.8574243187904358,0
cleaned,single,27,Canine,paraphrase_like,0.8483625650405884,0
cleaned,single,27,Lion,related_animals,0.7825149297714233,0
cleaned,single,27,Wolf,related_animals,0.7931110858917236,0
cleaned,single,27,Apple,fruits,0.6160893440246582,0
cleaned,single,27,Taylor Swift,fruits,0.7229952812194824,0
cleaned,single,28,Doggo,paraphrase_like,0.8638681769371033,0
cleaned,single,28,Canine,paraphrase_like,0.849240779876709,0
